asset_id,current_path,file_name,extension,media_type,file_size_bytes,width,height,aspect_ratio,orientation,has_transparency,likely_category,likely_usage,quality_status,duplicate_group,approval_status,consent_required,original_quality_required,recommended_action,notes
ASSET-ALUMINI-016,"public/assets/alumini/The-wall-of-fame-7.webp","The-wall-of-fame-7.webp",webp,image,8452,253,320,0.79,PORTRAIT,false,"Placement","Alumni grid","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-ALUMINI-017,"public/assets/alumini/The-wall-of-fame-8.jpg","The-wall-of-fame-8.jpg",jpg,image,7789,253,320,0.79,PORTRAIT,false,"Placement","Alumni grid","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-ALUMINI-018,"public/assets/alumini/The-wall-of-fame-8.webp","The-wall-of-fame-8.webp",webp,image,10294,253,320,0.79,PORTRAIT,false,"Placement","Alumni grid","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-019,"public/assets/awards/745 x 448 1.jpg","745 x 448 1.jpg",jpg,image,87793,745,448,1.66,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-020,"public/assets/awards/745 x 448 1.webp","745 x 448 1.webp",webp,image,60412,745,448,1.66,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-021,"public/assets/awards/745-x-550-Award-Image-2.jpg","745-x-550-Award-Image-2.jpg",jpg,image,71386,745,550,1.35,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-022,"public/assets/awards/745-x-550-Award-Image-2.webp","745-x-550-Award-Image-2.webp",webp,image,44750,745,550,1.35,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-023,"public/assets/awards/Award-1 - Copy.png","Award-1 - Copy.png",png,image,11919,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-001,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-024,"public/assets/awards/Award-1.png","Award-1.png",png,image,11919,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-001,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-025,"public/assets/awards/Award-1.webp","Award-1.webp",webp,image,4706,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-026,"public/assets/awards/Award-2 - Copy.png","Award-2 - Copy.png",png,image,10638,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-002,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-027,"public/assets/awards/Award-2 - Copy.webp","Award-2 - Copy.webp",webp,image,4342,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-003,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-028,"public/assets/awards/Award-2.png","Award-2.png",png,image,10638,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-002,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-029,"public/assets/awards/Award-2.webp","Award-2.webp",webp,image,4342,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-003,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-030,"public/assets/awards/Award-3 - Copy.png","Award-3 - Copy.png",png,image,11963,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-004,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-031,"public/assets/awards/Award-3 - Copy.webp","Award-3 - Copy.webp",webp,image,5050,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-005,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-032,"public/assets/awards/Award-3.png","Award-3.png",png,image,11963,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-004,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-033,"public/assets/awards/Award-3.webp","Award-3.webp",webp,image,5050,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-005,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-034,"public/assets/awards/Award-4 - Copy.png","Award-4 - Copy.png",png,image,12267,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-006,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-035,"public/assets/awards/Award-4 - Copy.webp","Award-4 - Copy.webp",webp,image,4882,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-007,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-036,"public/assets/awards/Award-4.png","Award-4.png",png,image,12267,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-006,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-037,"public/assets/awards/Award-4.webp","Award-4.webp",webp,image,4882,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-007,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-038,"public/assets/awards/Award-5 - Copy.png","Award-5 - Copy.png",png,image,10909,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-008,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-039,"public/assets/awards/Award-5 - Copy.webp","Award-5 - Copy.webp",webp,image,4646,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-009,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-040,"public/assets/awards/Award-5.png","Award-5.png",png,image,10909,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-008,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-041,"public/assets/awards/Award-5.webp","Award-5.webp",webp,image,4646,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-009,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-042,"public/assets/awards/Award-6 - Copy.png","Award-6 - Copy.png",png,image,12630,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-010,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-043,"public/assets/awards/Award-6 - Copy.webp","Award-6 - Copy.webp",webp,image,4352,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-011,"DUPLICATE REVIEW",false,false,"DUPLICATE REVIEW","Imported asset candidate."
ASSET-AWARDS-044,"public/assets/awards/Award-6.png","Award-6.png",png,image,12630,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-010,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-045,"public/assets/awards/Award-6.webp","Award-6.webp",webp,image,4352,200,200,1.00,SQUARE,true,"Award","Trust badges row","LOW RESOLUTION",DUP-GRP-011,"PENDING OWNER REVIEW",false,false,"KEEP ORIGINAL","Imported asset candidate."
ASSET-AWARDS-046,"public/assets/awards/ZEE24-745X448-PIXEL.jpg","ZEE24-745X448-PIXEL.jpg",jpg,image,36029,745,448,1.66,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-AWARDS-047,"public/assets/awards/ZEE24-745X448-PIXEL.webp","ZEE24-745X448-PIXEL.webp",webp,image,55098,745,448,1.66,LANDSCAPE,false,"Award","Trust badges row","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-048,"public/assets/campuses/Ecommerce-marketing-training.jpg","Ecommerce-marketing-training.jpg",jpg,image,26752,550,412,1.33,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-049,"public/assets/campuses/Ecommerce-marketing-training.webp","Ecommerce-marketing-training.webp",webp,image,40988,550,412,1.33,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-050,"public/assets/campuses/Ecommerce-training-1.jpg","Ecommerce-training-1.jpg",jpg,image,27549,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-051,"public/assets/campuses/Ecommerce-training-1.webp","Ecommerce-training-1.webp",webp,image,40718,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-052,"public/assets/campuses/Ecommerce-training-2.jpg","Ecommerce-training-2.jpg",jpg,image,30010,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-053,"public/assets/campuses/Ecommerce-training-2.webp","Ecommerce-training-2.webp",webp,image,47066,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-054,"public/assets/campuses/Ecommerce-training-3.jpg","Ecommerce-training-3.jpg",jpg,image,27306,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-055,"public/assets/campuses/Ecommerce-training-3.webp","Ecommerce-training-3.webp",webp,image,42570,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-056,"public/assets/campuses/Ecommerce-training-4.jpg","Ecommerce-training-4.jpg",jpg,image,31868,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-057,"public/assets/campuses/Ecommerce-training-4.webp","Ecommerce-training-4.webp",webp,image,51990,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-058,"public/assets/campuses/Ecommerce-training-5.jpg","Ecommerce-training-5.jpg",jpg,image,28245,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-059,"public/assets/campuses/Ecommerce-training-5.webp","Ecommerce-training-5.webp",webp,image,44432,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-060,"public/assets/campuses/Ecommerce-training-6.jpg","Ecommerce-training-6.jpg",jpg,image,27327,500,500,1.00,SQUARE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-061,"public/assets/campuses/Guest-session-at-ASDM-1.jpg","Guest-session-at-ASDM-1.jpg",jpg,image,35994,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-062,"public/assets/campuses/Guest-session-at-ASDM-1.webp","Guest-session-at-ASDM-1.webp",webp,image,55766,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-063,"public/assets/campuses/Guest-session-at-ASDM-2.jpg","Guest-session-at-ASDM-2.jpg",jpg,image,38027,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-064,"public/assets/campuses/Guest-session-at-ASDM-2.webp","Guest-session-at-ASDM-2.webp",webp,image,61116,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-065,"public/assets/campuses/Guest-session-at-ASDM-3.jpg","Guest-session-at-ASDM-3.jpg",jpg,image,18032,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-066,"public/assets/campuses/Guest-session-at-ASDM-3.webp","Guest-session-at-ASDM-3.webp",webp,image,28326,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-067,"public/assets/campuses/Guest-session-at-ASDM-4.jpg","Guest-session-at-ASDM-4.jpg",jpg,image,20332,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-068,"public/assets/campuses/Guest-session-at-ASDM-4.webp","Guest-session-at-ASDM-4.webp",webp,image,32680,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-069,"public/assets/campuses/Guest-session-at-ASDM-5.jpg","Guest-session-at-ASDM-5.jpg",jpg,image,12387,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-070,"public/assets/campuses/Guest-session-at-ASDM-5.webp","Guest-session-at-ASDM-5.webp",webp,image,19412,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-071,"public/assets/campuses/Guest-session-at-ASDM-6.jpg","Guest-session-at-ASDM-6.jpg",jpg,image,14958,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-072,"public/assets/campuses/Guest-session-at-ASDM-6.webp","Guest-session-at-ASDM-6.webp",webp,image,24986,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-073,"public/assets/campuses/Guest-session-photos-1.jpg","Guest-session-photos-1.jpg",jpg,image,47902,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-074,"public/assets/campuses/Guest-session-photos-1.webp","Guest-session-photos-1.webp",webp,image,80292,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-075,"public/assets/campuses/Guest-session-photos-2.jpg","Guest-session-photos-2.jpg",jpg,image,35752,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-076,"public/assets/campuses/Guest-session-photos-2.webp","Guest-session-photos-2.webp",webp,image,52772,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-077,"public/assets/campuses/Guest-session-photos-3.jpg","Guest-session-photos-3.jpg",jpg,image,21066,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-078,"public/assets/campuses/Guest-session-photos-3.webp","Guest-session-photos-3.webp",webp,image,33258,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-079,"public/assets/campuses/Guest-session-photos-4.jpg","Guest-session-photos-4.jpg",jpg,image,15066,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-080,"public/assets/campuses/Guest-session-photos-4.webp","Guest-session-photos-4.webp",webp,image,20222,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-081,"public/assets/campuses/Guest-session-photos-5.jpg","Guest-session-photos-5.jpg",jpg,image,12868,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-082,"public/assets/campuses/Guest-session-photos-5.webp","Guest-session-photos-5.webp",webp,image,19832,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-083,"public/assets/campuses/Guest-session-photos-6.jpg","Guest-session-photos-6.jpg",jpg,image,10430,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-084,"public/assets/campuses/Guest-session-photos-6.webp","Guest-session-photos-6.webp",webp,image,14426,338,297,1.14,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-085,"public/assets/campuses/International-Freelancing-Training.jpg","International-Freelancing-Training.jpg",jpg,image,24715,550,412,1.33,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-086,"public/assets/campuses/International-Freelancing-Training.webp","International-Freelancing-Training.webp",webp,image,39422,550,412,1.33,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-087,"public/assets/campuses/Internship-Photos-1.jpg","Internship-Photos-1.jpg",jpg,image,35710,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-088,"public/assets/campuses/Internship-Photos-1.webp","Internship-Photos-1.webp",webp,image,56314,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-089,"public/assets/campuses/Internship-Photos-2.jpg","Internship-Photos-2.jpg",jpg,image,44448,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-090,"public/assets/campuses/Internship-Photos-2.webp","Internship-Photos-2.webp",webp,image,70176,884,400,2.21,PANORAMIC,false,"Campus interior","Campus location detail slider","GOOD",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-091,"public/assets/campuses/Internship-Photos-3.jpg","Internship-Photos-3.jpg",jpg,image,15855,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
ASSET-CAMPUSES-092,"public/assets/campuses/Internship-Photos-3.webp","Internship-Photos-3.webp",webp,image,23112,522,297,1.76,LANDSCAPE,false,"Campus interior","Campus location detail slider","USABLE WITH OPTIMISATION",,"PENDING OWNER REVIEW",false,false,"MANUAL REVIEW","Imported asset candidate."
