asset_id,current_path,proposed_file_name,naming_reason,rename_status,approval_required
ASSET-CAMPUSES-083,"public/assets/campuses/Guest-session-photos-6.jpg",campuses-guest-session-photos-6.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-084,"public/assets/campuses/Guest-session-photos-6.webp",campuses-guest-session-photos-6.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-085,"public/assets/campuses/International-Freelancing-Training.jpg",campuses-international-freelancing-training.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-086,"public/assets/campuses/International-Freelancing-Training.webp",campuses-international-freelancing-training.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-087,"public/assets/campuses/Internship-Photos-1.jpg",campuses-internship-photos-1.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-088,"public/assets/campuses/Internship-Photos-1.webp",campuses-internship-photos-1.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-089,"public/assets/campuses/Internship-Photos-2.jpg",campuses-internship-photos-2.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-090,"public/assets/campuses/Internship-Photos-2.webp",campuses-internship-photos-2.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-091,"public/assets/campuses/Internship-Photos-3.jpg",campuses-internship-photos-3.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-092,"public/assets/campuses/Internship-Photos-3.webp",campuses-internship-photos-3.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-093,"public/assets/campuses/Internship-Photos-4.jpg",campuses-internship-photos-4.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-094,"public/assets/campuses/Internship-Photos-4.webp",campuses-internship-photos-4.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-095,"public/assets/campuses/Internship-Photos-5.jpg",campuses-internship-photos-5.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-096,"public/assets/campuses/Internship-Photos-5.webp",campuses-internship-photos-5.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-097,"public/assets/campuses/Internship-Photos-6.jpg",campuses-internship-photos-6.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-098,"public/assets/campuses/Internship-Photos-6.webp",campuses-internship-photos-6.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-099,"public/assets/campuses/Live-Campus-Photos-1.jpg",campuses-live-campus-photos-1.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-100,"public/assets/campuses/Live-Campus-Photos-1.webp",campuses-live-campus-photos-1.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-101,"public/assets/campuses/Live-Campus-Photos-2.jpg",campuses-live-campus-photos-2.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-102,"public/assets/campuses/Live-Campus-Photos-2.webp",campuses-live-campus-photos-2.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-103,"public/assets/campuses/Live-Campus-Photos-3.jpg",campuses-live-campus-photos-3.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-104,"public/assets/campuses/Live-Campus-Photos-3.webp",campuses-live-campus-photos-3.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-105,"public/assets/campuses/Live-Campus-Photos-4.jpg",campuses-live-campus-photos-4.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-106,"public/assets/campuses/Live-Campus-Photos-4.webp",campuses-live-campus-photos-4.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-107,"public/assets/campuses/Live-Campus-Photos-5.jpg",campuses-live-campus-photos-5.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-108,"public/assets/campuses/Live-Campus-Photos-5.webp",campuses-live-campus-photos-5.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-109,"public/assets/campuses/Live-Campus-Photos-6.jpg",campuses-live-campus-photos-6.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-110,"public/assets/campuses/Live-Campus-Photos-6.webp",campuses-live-campus-photos-6.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-111,"public/assets/campuses/P-1.jpg",campuses-p-1.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-112,"public/assets/campuses/P-1.webp",campuses-p-1.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-113,"public/assets/campuses/P-2.jpg",campuses-p-2.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-114,"public/assets/campuses/P-2.webp",campuses-p-2.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-115,"public/assets/campuses/P-3.jpg",campuses-p-3.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-116,"public/assets/campuses/P-3.webp",campuses-p-3.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-117,"public/assets/campuses/P-4.jpg",campuses-p-4.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-118,"public/assets/campuses/P-4.webp",campuses-p-4.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-119,"public/assets/campuses/P-5.jpg",campuses-p-5.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-120,"public/assets/campuses/P-5.webp",campuses-p-5.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-121,"public/assets/campuses/P-6.jpg",campuses-p-6.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-CAMPUSES-122,"public/assets/campuses/P-6.webp",campuses-p-6.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,false
ASSET-HOMEPAGE-123,"public/assets/homepage/hero/Banner-1-Mobile-view (1).jpg",homepage-banner-1-mobile-view--1-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-124,"public/assets/homepage/hero/Banner-1-Mobile-view (1).webp",homepage-banner-1-mobile-view--1-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-125,"public/assets/homepage/hero/Banner-1-Mobile-view.jpg",homepage-banner-1-mobile-view.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-126,"public/assets/homepage/hero/Banner-1-Mobile-view.webp",homepage-banner-1-mobile-view.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-127,"public/assets/homepage/hero/Banner-1.jpg",homepage-banner-1.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-128,"public/assets/homepage/hero/Banner-1.webp",homepage-banner-1.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-129,"public/assets/homepage/hero/Banner-3-For-Surat (1).jpg",homepage-banner-3-for-surat--1-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-130,"public/assets/homepage/hero/Banner-3-For-Surat (1).webp",homepage-banner-3-for-surat--1-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-131,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View (1).jpg",homepage-banner-3-for-surat-mobile-view--1-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-132,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View (1).webp",homepage-banner-3-for-surat-mobile-view--1-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-133,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View.jpg",homepage-banner-3-for-surat-mobile-view.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-134,"public/assets/homepage/hero/Banner-3-For-Surat-Mobile-View.webp",homepage-banner-3-for-surat-mobile-view.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-135,"public/assets/homepage/hero/Banner-3-For-Surat.jpg",homepage-banner-3-for-surat.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-136,"public/assets/homepage/hero/Banner-3-For-Surat.webp",homepage-banner-3-for-surat.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-137,"public/assets/homepage/hero/Banner-3-Mobile-View.jpg",homepage-banner-3-mobile-view.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-138,"public/assets/homepage/hero/Banner-3-Mobile-View.webp",homepage-banner-3-mobile-view.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-139,"public/assets/homepage/hero/Banner-3.jpg",homepage-banner-3.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-140,"public/assets/homepage/hero/Banner-3.webp",homepage-banner-3.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-141,"public/assets/homepage/hero/Banner-4 (1).jpg",homepage-banner-4--1-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-142,"public/assets/homepage/hero/Banner-4 (1).webp",homepage-banner-4--1-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-143,"public/assets/homepage/hero/Banner-4 (2).jpg",homepage-banner-4--2-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-144,"public/assets/homepage/hero/Banner-4 (2).webp",homepage-banner-4--2-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-145,"public/assets/homepage/hero/Banner-4 (3).jpg",homepage-banner-4--3-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-146,"public/assets/homepage/hero/Banner-4 (3).webp",homepage-banner-4--3-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-147,"public/assets/homepage/hero/Banner-4 (4).jpg",homepage-banner-4--4-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-148,"public/assets/homepage/hero/Banner-4 (4).webp",homepage-banner-4--4-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-149,"public/assets/homepage/hero/Banner-4 (5).jpg",homepage-banner-4--5-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-150,"public/assets/homepage/hero/Banner-4 (5).webp",homepage-banner-4--5-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-151,"public/assets/homepage/hero/Banner-4-2-Mobile-View (1).jpg",homepage-banner-4-2-mobile-view--1-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-152,"public/assets/homepage/hero/Banner-4-2-Mobile-View (1).webp",homepage-banner-4-2-mobile-view--1-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-153,"public/assets/homepage/hero/Banner-4-2-Mobile-View (2).jpg",homepage-banner-4-2-mobile-view--2-.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-154,"public/assets/homepage/hero/Banner-4-2-Mobile-View (2).webp",homepage-banner-4-2-mobile-view--2-.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-155,"public/assets/homepage/hero/Banner-4-2-Mobile-View.jpg",homepage-banner-4-2-mobile-view.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-156,"public/assets/homepage/hero/Banner-4-2-Mobile-View.webp",homepage-banner-4-2-mobile-view.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-157,"public/assets/homepage/hero/Banner-4-2.jpg",homepage-banner-4-2.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-158,"public/assets/homepage/hero/Banner-4-2.webp",homepage-banner-4-2.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-159,"public/assets/homepage/hero/Banner-4-Mobile-View.jpg",homepage-banner-4-mobile-view.jpg,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
ASSET-HOMEPAGE-160,"public/assets/homepage/hero/Banner-4-Mobile-View.webp",homepage-banner-4-mobile-view.webp,Lowercase kebab-case naming standard mapping category to filename.,PLANNED,true
